fips,name,pop2010,pop2020,pctchg
4500058030,Port Royal town,10641,13235,24.38
1800053388,New Pekin town,1406,1390,-1.14
2900051824,New Franklin,1089,1057,-2.94
1700052584,New Lenox village,24288,26926,10.86
3700046820,New London town,621,724,16.59
1900071625,Sergeant Bluff,4310,5127,18.96
4200054016,New Ringgold borough,276,262,-5.07
4200050880,Moosic borough,5719,5832,1.98
4900054660,Nibley,5466,7135,30.53
2000050525,Nickerson,1063,998,-6.11
4200054728,North Apollo borough,1297,1201,-7.4
1000047420,Milford,9591,11732,22.32
5300050360,Oak Harbor,22154,23565,6.37
5400059458,North Hills town,825,774,-6.18
4700036640,Huntsville town,1260,1269,0.71
600054232,Orinda,17759,19926,12.2
3800066300,Rhame,169,165,-2.37
2500037000,Lowell,106525,110997,4.2
1700054703,Oak Grove village,595,591,-0.67
1800068022,Santa Claus town,2480,2411,-2.78
1700054885,Oak Park village,51878,52381,0.97
2900053786,Oak Ridge town,239,233,-2.51
1700055002,Oakwood village,1595,1485,-6.9
4000045500,Macomb town,32,33,3.13
100051000,Montgomery,205501,198525,-3.39
4800054024,Omaha,1031,980,-4.95
2700048310,Onamia,878,864,-1.59
900047515,Milford,51261,53195,3.77
5500060450,Osceola village,2556,2556,0
2100058620,Owensboro,57482,60131,4.61
2100064146,Raywick,134,135,0.75
4200046216,McKean borough,390,369,-5.38
1700061925,Princeville village,1743,1672,-4.07
3400055800,Palmyra borough,7378,7140,-3.23
1700057381,Palos Heights,12515,12520,0.04
800057630,Parker town,45357,57706,27.23
4500054340,Pamplico town,1225,1220,-0.41
2100059196,Paris,9837,9671,-1.69
3500055620,Pecos village,1398,1320,-5.58
3700051040,Peletier town,699,720,3
1300060004,Pembroke,2143,2626,22.54
4000058100,Peoria town,132,135,2.27
4200060008,Philipsburg borough,2766,2698,-2.46
4500056140,Pickens,3111,3170,1.9
1600062740,Pierce,508,590,16.14
1900062850,Pilot Mound,173,168,-2.89
2700051388,Pipestone,4325,4046,-6.45
1700060209,Pittsburg village,572,551,-3.67
4000064050,Rosston town,31,32,3.23
3000058975,Poplar,804,840,4.48
4200062136,Port Clinton borough,326,307,-5.83
3900045276,Lucas village,614,592,-3.58
3100042495,Royal village,63,58,-7.94
4000063750,Roff town,725,713,-1.66
3900069302,Russells Point village,1391,1390,-0.07
4700061040,Pulaski,7862,7597,-3.37
1200059200,Punta Gorda,17120,20369,18.98
2900040196,Lake Tapawingo,729,719,-1.37
4900061150,Pleasant View,7945,10839,36.43
5600063755,Ranchester town,862,1041,20.77
2000058475,Randolph,163,156,-4.29
1200036475,Keystone Heights,1354,1537,13.52
2100057918,Olive Hill,1633,1556,-4.72
4500059380,Reevesville town,194,204,5.15
4200044664,Lorain borough,764,692,-9.42
3700039480,Lowell,3523,3716,5.48
4800062108,Riesel,1006,1037,3.08
1700064148,Rio village,220,207,-5.91
2700041426,Medford,1240,1256,1.29
4600056380,Roslyn town,183,168,-8.2
2600069800,Roseville,47324,47018,-0.65
3600065431,Scarsdale village,17124,17871,4.36
5400039628,Huttonsville town,221,210,-4.98
1900069060,Rowley,269,270,0.37
2700056176,Royalton,1229,1233,0.33
2000054700,Partridge,248,240,-3.23
2100067602,Ryland Heights,1022,1077,5.38
4900065770,Salem,6428,8621,34.12
2200067880,Saline village,277,277,0
1800067626,Saltillo town,90,91,1.11
4800049692,Mount Calm,317,339,6.94
2700058396,Sandstone,2841,2639,-7.11
3800070780,Sarles,28,27,-3.57
1900065595,Randall,173,163,-5.78
2500030840,Holyoke,39881,40117,0.59
1200032150,Holmes Beach,3839,4305,12.14
5100037288,Hillsboro town,139,169,21.58
1900036345,Hills,702,804,14.53
4800033968,Hill Country Village,998,1114,11.62
4800033578,Hideaway,2936,3174,8.11
2800031980,Hickory town,530,529,-0.19
3600034319,Hewlett Neck village,454,472,3.96
3700030720,Hendersonville,13121,14157,7.9
2200033735,Heflin village,240,221,-7.92
100033976,Heflin,3483,3409,-2.12
3100021765,Hazard village,70,66,-5.71
1200029150,Havana town,1753,1708,-2.57
2600036300,Hancock,4668,4506,-3.47
2800005820,Beulah town,348,325,-6.61
5500012225,Cambridge village,1454,1535,5.57
4200002288,Ambridge borough,7048,6601,-6.34
4100013750,Clatskanie,1753,1830,4.39
2900014212,Clarkton,1285,1152,-10.35
3900016378,Coal Grove village,2165,2074,-4.2
4600010620,Cavour town,114,123,7.89
1000033900,Henlopen Acres town,122,144,18.03
1600013150,Cascade,938,1025,9.28
600013756,Claremont,34878,36266,3.98
1900011170,Carson,810,809,-0.12
2700010252,Cass Lake,765,756,-1.18
1700010591,Camargo village,445,447,0.45
1800028440,Gosport town,837,797,-4.78
1900015060,Colfax,2093,2064,-1.39
1300012232,Byromville town,550,500,-9.09
3900010674,Butlerville village,165,162,-1.82
3700009060,Burlington,51079,54606,6.9
2200014450,Chataignier village,364,360,-1.1
2700009964,Carlos,502,491,-2.19
1700009434,Buffalo village,499,480,-3.81
1900000190,Ackley,1591,1498,-5.85
3900012476,Castalia village,850,815,-4.12
800028745,Fruita,12689,13478,6.22
2800009180,Bruce town,1939,1818,-6.24
2700008254,Brownton,762,720,-5.51
1900002395,Aplington,1128,1050,-6.91
4600007380,Britton,1241,1273,2.58
2400025425,Edmonston town,1428,1490,4.34
1200008600,Bristol,1015,980,-3.45
2100020224,Dawson Springs,2764,2631,-4.81
2700027566,Hatfield,55,52,-5.45
3100006050,Bradshaw village,273,268,-1.83
1700011007,Canton,14715,13506,-8.22
1200007875,Boynton Beach,68293,78679,15.21
4800014704,China,1158,1206,4.15
5400004924,Bayard town,290,261,-10
2800011580,Carrollton town,197,176,-10.66
5400037372,Hillsboro town,253,238,-5.93
5500002550,Arena village,834,827,-0.84
4200028960,Gettysburg borough,7594,7724,1.71
4800005732,Bartlett,2699,1758,-34.86
4600001500,Andover town,91,82,-9.89
3700012580,Chocowinity town,780,788,1.03
500005440,Bergman town,444,510,14.86
100026824,Flomaton town,1440,1393,-3.26
1700031992,Gulf Port village,54,47,-12.96
1900033645,Halbur,246,256,4.07
1900034005,Hancock,196,196,0
2600012760,Camden village,511,501,-1.96
1700014845,Clear Lake village,223,220,-1.35
2300004860,Biddeford,21276,21504,1.07
4000000450,Addington town,114,107,-6.14
600030798,Grass Valley,12876,12817,-0.46
4900014070,Cleveland town,470,440,-6.38
1300039216,Hoboken,531,536,0.94
600013014,Chico,86798,103301,19.01
200018510,Deering,122,123,0.82
2700001486,Andover,30588,33140,8.34
5400001780,Anawalt town,224,179,-20.09
2000030700,Havana,118,105,-11.02
3100020995,Hardy village,159,146,-8.18
5500009725,Brillion,3147,3077,-2.22
500008260,Bradford,749,736,-1.74
1600000280,Acequia,130,133,2.31
5400000748,Albright town,281,282,0.36
2200003320,Athens village,305,269,-11.8
1800013780,Clinton,4861,4686,-3.6
2400015925,Chesapeake Beach town,5767,6030,4.56
3700004640,Belhaven town,1692,1579,-6.68
100000460,Adamsville,4506,4281,-4.99
1700012567,Charleston,21844,20117,-7.91
5500010450,Brownsville village,581,584,0.52
4200027576,Franklintown borough,486,508,4.53
1700012164,Centralia,13029,12210,-6.29
4700024440,Estill Springs town,2031,2034,0.15
1600008560,Bloomington,206,209,1.46
100020104,Decatur,55786,54445,-2.4
2200003110,Arnaudville town,1044,1046,0.19
2900010486,Callao,307,293,-4.56
1700018745,Dawson village,505,482,-4.55
3600005815,Belmont village,969,902,-6.91
4200027696,Freeburg borough,575,566,-1.57
600013882,Clayton,10918,12265,12.34
4200003296,Ashville borough,230,210,-8.7
2600004080,Auburn,2088,2083,-0.24
500033310,Horatio,1042,1030,-1.15
4000012960,Cedar Valley,288,330,14.58
3700008420,Brunswick town,1005,933,-7.16
2700014626,Dalton,253,249,-1.58
3900027818,Fort Jennings village,489,488,-0.2
500012820,Centerton,9583,16244,69.51
1300034428,Grantville,3053,3296,7.96
4800029168,Gatesville,12459,12401,-0.47
2000001600,Alton,103,91,-11.65
5300003180,Auburn,70301,81464,15.88
2600027080,Fairgrove village,563,525,-6.75
1700029392,Girard,2103,2000,-4.9
4800006140,Bayview town,372,389,4.57
4200006240,Big Beaver borough,1965,1857,-5.5
1700031121,Grayslake village,21053,20725,-1.56
1700018459,Dalzell village,716,659,-7.96
1600038440,Hope,94,102,8.51
3900009288,Brook Park,19212,18382,-4.32
2100009856,Bromley,802,797,-0.62
4200008632,Bridgewater borough,709,825,16.36
2000001625,Altoona,413,379,-8.23
2000032825,Holton,3323,3208,-3.46
500001540,Antoine town,114,108,-5.26
4800002284,Alvord town,1338,1573,17.56
3700002620,Aurora town,520,510,-1.92
1900012765,Charles City,7652,7307,-4.51
4700012100,Celina,1500,1420,-5.33
1900003970,Avoca,1505,1521,1.06
2100005464,Bellewood,321,327,1.87
500010900,Campbell Station,255,229,-10.2
500021190,Elkins,2683,3487,29.97
3900006194,Bettsville village,656,622,-5.18
2600004940,Baldwin village,1200,1079,-10.08
3100008675,Chambers village,268,256,-4.48
4800019708,Dell City,365,526,44.11
4800005552,Bangs,1613,1527,-5.33
1000031560,Greenwood town,973,1139,17.06
2900028324,Grandview,24455,24856,1.64
600006560,Biggs,1705,1879,10.21
2600000860,Alanson village,738,764,3.52
2700029096,Hill City,627,585,-6.7
2700001864,Appleton,1417,1325,-6.49
1800012124,Charlestown,7580,8370,10.42
1300000828,Ailey,550,536,-2.55
4800008260,Big Wells,697,702,0.72
4800005984,Bay City,17813,17535,-1.56
4800032240,Hardin,834,935,12.11
2900029962,Halfway village,175,177,1.14
500020830,Edmondson town,423,391,-7.57
500012190,Caulksville town,217,209,-3.69
3700019740,Eastover town,3626,3762,3.75
3400032310,Ho-Ho-Kus borough,4084,4065,-0.47
2900030718,Hartsburg town,103,110,6.8
4200017152,Cressona borough,1636,1591,-2.75
1300002592,Aragon,1267,1336,5.45
1700005248,Bensenville village,18348,18044,-1.66
1700005976,Big Rock village,1132,1129,-0.27
2100027802,Flatwoods,7439,7079,-4.84
3600032017,Hannibal village,555,525,-5.41
1700021176,Dunlap village,1500,1448,-3.47
3600013068,Cayuga village,549,519,-5.46
1900004330,Baldwin,113,108,-4.42
1800012412,Chesterton town,13087,14088,7.65
1300027708,Ephesus,461,461,0
5400009844,Brandonville town,104,105,0.96
1900006355,Bettendorf,33205,36543,10.05
4100011600,Cascade Locks,1141,1161,1.75
4800016540,Cool,161,187,16.15
1800016858,Darmstadt town,1354,1432,5.76
1700007224,Bone Gap village,246,234,-4.88
600016378,Coronado,24701,23731,-3.93
1200014850,Cottondale town,932,895,-3.97
3100006855,Bruno village,99,92,-7.07
100024664,Eutaw town,2934,2603,-11.28
3900019050,Covington village,2601,2708,4.11
100016600,Collinsville town,1982,2009,1.36
4900022870,Emery town,290,268,-7.59
5300015710,Creston town,233,229,-1.72
3100011300,Creston village,203,203,0
4800009172,Bogata,1154,1063,-7.89
1200015575,Cross City town,1730,1713,-0.98
4800017948,Crowell,948,817,-13.82
4100022800,Elkton,193,199,3.11
1700011826,Cave-In-Rock village,318,280,-11.95
3900026656,Farmersville village,1009,1002,-0.69
1200016125,Dade City,6449,7338,13.79
1300021268,Daisy,145,141,-2.76
1700019642,Des Plaines,58383,58899,0.88
1200016335,Dania Beach,29738,32271,8.52
1700018537,Danvers village,1154,1100,-4.68
800012910,Central City,660,770,16.67
3700014400,Conway town,834,729,-12.59
200022910,Emmonak,752,819,8.91
3400016660,Deal borough,750,719,-4.13
4800019456,Dean,478,463,-3.14
3400028680,Hackensack,43024,44188,2.71
1900019810,Delphos,25,24,-4
2600033340,Grand Haven,10363,11047,6.6
4200019472,Donegal borough,117,110,-5.98
2700011602,Clarissa,685,653,-4.67
100021448,Dozier town,331,320,-3.32
1900030540,Gibson,61,60,-1.64
1800023188,Fillmore town,533,533,0
2000003250,Auburn,1222,1211,-0.9
2900020134,Drexel,965,944,-2.18
1900022395,Dubuque,57605,57882,0.48
1700021254,Dupo village,4179,3877,-7.23
3700019000,Durham,229892,278993,21.36
3600013145,Cazenovia village,2836,2849,0.46
3600021523,Earlville village,872,805,-7.68
4800024240,Encinal,559,591,5.72
4800003084,Amherst,721,660,-8.46
1700026987,Forest View village,698,666,-4.58
1700029938,Glenview village,44726,47308,5.77
1800020080,Eaton town,1813,1733,-4.41
3900019806,Cuyahoga Heights village,638,607,-4.86
500021070,El Dorado,18895,17651,-6.58
2900022114,Elsberry,1934,2077,7.39
4200027232,Frackville borough,3805,3611,-5.1
2600025940,Emmett village,269,260,-3.35
2000021650,Eskridge,532,505,-5.08
2000028675,Greensburg,774,778,0.52
5500024825,Fairchild village,553,603,9.04
4000024950,Fairmont town,134,131,-2.24
4800030548,Granger,1417,1505,6.21
5500025600,Fennimore,2514,2456,-2.31
1900002080,Andover,103,98,-4.85
4200010240,Burlington borough,156,146,-6.41
2100008614,Booneville,175,158,-9.71
1800014932,Connersville,13510,12796,-5.28
4100026050,Florence,8484,9151,7.86
4200026592,Forest Hills borough,6540,6298,-3.7
200026760,Fort Yukon,583,534,-8.4
2900004906,Berkeley,9138,8841,-3.25
4500027070,Fountain Inn,7611,10441,37.18
2900015922,Conception Junction town,203,182,-10.34
3700024640,Franklin town,3880,4105,5.8
4200027784,Freeport borough,1814,1677,-7.55
2200010950,Bunkie,4174,3858,-7.57
1700033851,Hebron village,1202,1183,-1.58
3800029180,Gardena,29,28,-3.45
2400031525,Garrett Park town,992,1049,5.75
500026050,Gassville,2076,2158,3.95
4000028800,Gate town,93,87,-6.45
5500022975,Eland village,202,197,-2.48
3100017145,Fort Calhoun,922,980,6.29
2900027064,Gilman City,385,357,-7.27
3400026340,Glassboro borough,18578,20288,9.2
2700023714,Gilbert,1793,1780,-0.73
2700013456,Cottage Grove,34601,37604,8.68
3900030506,Glenmont village,273,297,8.79
1300033336,Glennville,5170,5020,-2.9
4600011060,Centerville,884,872,-1.36
4600024820,Goodwin town,146,148,1.37
2700018134,Eden Valley,1042,1039,-0.29
4200017840,Curwensville borough,2541,2385,-6.14
5100000148,Abingdon town,8225,7867,-4.35
3900032340,Greenville,13228,12615,-4.63
3400028770,Haddonfield borough,11610,11317,-2.52
5500089550,Yorkville village,3073,3130,1.85
3200085400,Yerington,3108,3241,4.28
4600073020,Yale town,108,115,6.48
2900081106,Worthington village,87,82,-5.75
1900087015,Woolstock,168,161,-4.17
1800085400,Woodlawn Heights town,77,76,-1.3
1700083063,Woodhull village,817,783,-4.16
3800086620,Wimbledon,216,191,-11.57
5300079135,Wilson Creek town,205,215,4.88
2400085100,Williamsport town,2087,2089,0.1
2700070402,Williams,191,174,-8.9
2700070258,Wilder,60,57,-5
4700080540,Whiteville town,4648,4456,-4.13
1700081087,Wheeling village,37644,38646,2.66
2400083100,Westminster,18496,18640,0.78
2200080815,Westlake,4570,4951,8.34
1900084450,West Okoboji,296,291,-1.69
2200081375,White Castle town,1883,1691,-10.2
4200082848,West Elizabeth borough,516,493,-4.46
2100081624,West Buechel,1230,1272,3.41
4900082620,Wellsville,3492,3941,12.86
2900078370,Wellston,2319,2285,-1.47
2900078352,Wellington,812,805,-0.86
4000079450,Weatherford,10833,12017,10.93
1900082650,Waucoma,261,245,-6.13
3900084308,West Unity village,1712,1672,-2.34
2900077128,Warrenton,7910,8396,6.14
2900076966,Wardell town,421,359,-14.73
3600078113,Wampsville village,635,611,-3.78
2600083020,Walkerville village,262,260,-0.76
1200075625,Weeki Wachee,12,13,8.33
1900081885,Walker,789,789,0
5500083175,Wales village,2546,2585,1.53
3700066960,Taylorsville town,2089,2159,3.35
4800071060,Sundown,1397,1425,2
5600074195,Sundance town,1182,1292,9.31
1900076260,Sumner,2028,1962,-3.25
100073848,Sumiton,2515,2332,-7.28
2000071975,Ulysses,6152,5604,-8.91
4000072250,Talihina town,1134,1084,-4.41
3600076540,Utica,62241,59750,-4
4100074950,Tualatin,26114,27837,6.6
2400081275,Walkersville town,5815,6415,10.32
3900069470,St. Bernard village,4377,4336,-0.94
2600076220,Stanton,1417,1422,0.35
2900072034,Sycamore Hills village,660,653,-1.06
4700070400,Spring City town,1863,1851,-0.64
3000073975,Three Forks,1865,2055,10.19
2900073690,Tracy,230,337,46.52
1600071020,St. Anthony,3570,3553,-0.48
1600075970,Spencer,37,32,-13.51
3600076617,Valatie village,1819,1841,1.21
3700063880,Spindale town,4309,4202,-2.48
2600070960,St. Joseph,8365,8317,-0.57
3900075210,Sugarcreek village,2218,2234,0.72
1900074280,Spencer,11247,10952,-2.62
2900071368,Sugar Creek,3338,3260,-2.34
1700071604,Spring Bay village,476,462,-2.94
2900080548,Winston village,259,253,-2.32
1300073784,Stonecrest,50207,54903,9.35
4000072900,Terral town,382,385,0.79
3100047080,Steinauer village,75,70,-6.67
3600076331,Upper Brookville village,1699,1744,2.65
2600081540,Utica,4753,5107,7.45
1700078175,Virgil village,329,327,-0.61
2700056698,St. Anthony,89,91,2.25
2600070940,St. Johns,7863,7945,1.04
1700078916,Warrensburg village,1213,1126,-7.17
2700058000,St. Paul,285112,308096,8.06
3100047290,Stockville village,25,25,0
4200078616,Unionville borough,296,289,-2.36
2700058072,St. Rosa,65,71,9.23
5100077792,Tazewell town,4655,4141,-11.04
3100050510,Verdon village,172,158,-8.14
3800082940,Wales,31,30,-3.23
1300073004,Stapleton,438,393,-10.27
1700072949,Stonington village,933,846,-9.32
2900077002,Wardsville village,1503,1560,3.79
2100072770,Spring Mill,287,296,3.14
1900077340,Templeton,351,334,-4.84
4800072530,The Colony,36341,44438,22.28
4100072950,The Dalles,14950,15761,5.42
600078106,Tehama,418,373,-10.77
3100053275,Winnebago village,774,787,1.68
2200078890,Vivian town,3674,3482,-5.23
400074400,Tombstone,1387,1303,-6.06
500075980,Wilton,374,347,-7.22
2000077150,West Mineral,185,171,-7.57
3600073517,Theresa village,861,781,-9.29
5000085150,Winooski,7262,7333,0.98
2400079675,University Park town,2553,2631,3.06
1300073256,Statesboro,28365,32954,16.18
3800086580,Wilton,711,716,0.7
3100048270,Table Rock village,269,253,-5.95
4800077632,West Lake Hills,3069,3286,7.07
4100072500,Talent,6059,6608,9.06
2700064444,Tenstrike,203,200,-1.48
800080865,Victor,413,426,3.15
1300075328,Tallulah Falls town,170,171,0.59
1900079770,University Heights,1035,1026,-0.87
2000072650,Utica,158,141,-10.76
2400077825,Thurmont town,6180,6895,11.57
3600077376,Victor village,2776,2680,-3.46
2100081858,West Liberty,3481,3520,1.12
4600069780,Webster,1893,1726,-8.82
2900074473,Umber View Heights village,48,49,2.08
2100084522,Woodlawn,228,238,4.39
4000077300,Vici town,699,704,0.72
3000077125,Virginia City town,192,216,12.5
3100048445,Taylor village,190,200,5.26
3400071670,Sussex borough,2129,1985,-6.76
5100081312,Virgilina town,148,137,-7.43
5300066290,Spangle,278,319,14.75
4200072376,South New Castle borough,714,664,-7
3400068730,South Bound Brook borough,4528,4518,-0.22
1800071000,South Bend,101249,102026,0.77
3800073820,Solen,83,86,3.61
4700069560,Soddy-Daisy,12915,13619,5.45
4800068036,Sinton,5668,5354,-5.54
2200070595,Simpson village,638,586,-8.15
4100067500,Siletz,1210,1305,7.85
100070416,Silas town,470,430,-8.51
400066820,Sierra Vista,45276,43045,-4.93
200070100,Shungnak,262,264,0.76
1800069354,Sheridan town,2683,3048,13.6
1300070120,Shellman,1083,933,-13.85
2800067040,Shelby,2229,1949,-12.56
5500072875,Sharon village,1600,1557,-2.69
4500065410,Sharon town,505,625,23.76
4800066884,Seven Oaks,112,129,15.18
1200064825,Sebastian,21935,26118,19.07
4700049760,Monterey town,2828,2898,2.48
5500060250,Orfordville village,1442,1498,3.88
5500036025,Howards Grove village,3184,3272,2.76
2900050312,Mound City,1159,1039,-10.35
3600059531,Port Washington North village,3177,3199,0.69
2000041375,Lindsborg,3459,3290,-4.89
3600048090,Montebello village,4525,4593,1.5
3900051058,Mogadore village,3865,3821,-1.14
2000057000,Pomona,844,820,-2.84
4200046488,Madison borough,392,367,-6.38
1900052590,Minden,611,598,-2.13
4900051910,Morgan,3663,4273,16.65
3700063400,Southport,2916,3966,36.01
1700048606,Metamora village,3673,3699,0.71
5500051025,Menomonie,16275,16551,1.7
4500060370,Ridgeville town,1967,1705,-13.32
1800052020,Nappanee,6664,6843,2.69
4100049600,Monroe,617,654,6
3100045190,Sholes village,21,20,-4.76
1900050880,Melbourne,830,794,-4.34
3000048775,Medicine Lake town,225,223,-0.89
2700041372,Meadowlands,132,127,-3.79
3600048197,Montour Falls village,1707,1604,-6.03
1800069516,Shirley town,855,888,3.86
1700048138,Medora village,419,392,-6.44
1700054638,Oak Forest,27966,27173,-2.84
4500043675,McConnells town,255,315,23.53
2900044768,McBaine town,10,11,10
2700041282,Mazeppa,840,845,0.6
3700042060,Mayodan town,2477,2382,-3.84
4800050100,Murphy,17877,20500,14.67
4000042860,Liberty town,206,206,0
1900067350,Riverdale,405,435,7.41
2700043738,Montgomery,2948,3050,3.46
1800057114,Osceola town,2463,2484,0.85
3700041060,Manteo town,1325,1456,9.89
2600043380,Kingston village,440,409,-7.05
3800049820,Makoti,156,144,-7.69
4600043380,Monroe town,160,155,-3.13
4900039810,Kamas,1850,2276,23.03
3800067820,Rolla,1271,1252,-1.49
500043280,Madison,793,686,-13.49
1600055270,Moyie Springs,722,761,5.4
2200061615,Ponchatoula,6547,7369,12.56
5100047144,Louisa town,1555,1733,11.45
1700044602,Longview village,153,148,-3.27
3600068209,Sodus village,1819,1708,-6.1
3900048286,Matamoras village,896,865,-3.46
500039670,Lexa town,293,238,-18.77
1200062425,Safety Harbor,16913,18016,6.52
2500040710,Methuen Town,47328,50706,7.14
2700045628,New Hope,20329,20907,2.84
800070635,Simla town,613,640,4.4
1700043939,Lisle village,22552,23270,3.18
3600045480,Marcellus village,1809,1717,-5.09
1700043666,Lincolnshire village,7308,7893,8
3900037240,Independence,7150,7175,0.35
1900068250,Rockwell,1039,990,-4.72
1700059533,Philo village,1468,1400,-4.63
2600042780,Kent City village,1054,1187,12.62
800055705,Olney Springs town,345,340,-1.45
4800057176,Pflugerville,48370,65380,35.17
200056350,Nulato,264,243,-7.95
5500064175,Port Edwards village,1818,1763,-3.03
1800057528,Owensville town,1337,1347,0.75
3700034300,Jamestown town,3437,4487,30.55
3400054450,Ocean Gate borough,2003,2035,1.6
3100024285,Ithaca village,148,148,0
2000045275,Mayfield,113,107,-5.31
1700063069,Redmon village,173,158,-8.67
3800045860,Leith,16,15,-6.25
4700040200,La Grange town,142,132,-7.04
2200038285,Jena town,3398,3397,-0.03
3500048620,Milan village,3616,3669,1.47
3000058375,Plentywood,1740,1732,-0.46
3900062190,Perrysville village,728,717,-1.51
1600044110,Kooskia,649,664,2.31
4200069776,Sharpsburg borough,3446,3318,-3.71
2100052842,Mockingbird Valley,160,164,2.5
3900050316,Milledgeville village,112,109,-2.68
2000050750,Niotaze,82,73,-10.98
2000050450,New Strawn,391,380,-2.81
3900047180,Mantua village,1033,1020,-1.26
2900033706,Humansville,1053,1059,0.57
1900043815,Lawler,442,419,-5.2
1300047140,Locust Grove,5789,8243,42.39
1900051375,Merrill,758,731,-3.56
4600057940,Scotland,841,804,-4.4
2900052742,Noel,1833,1807,-1.42
2400072900,Smithsburg town,2989,2974,-0.5
1700040416,Knoxville,2907,2726,-6.23
600049138,Moorpark,34523,36375,5.36
1900069240,Runnells,507,504,-0.59
2600053340,Metamora village,565,563,-0.35
3900062148,Perrysburg,20767,21626,4.14
1700042834,Lena village,2914,2719,-6.69
100046696,Margaret town,4424,5137,16.12
1800045486,Lynnville town,888,960,8.11
3100039870,Potter village,337,292,-13.35
3100023445,Humboldt,877,810,-7.64
4800052668,Novice,139,128,-7.91
3600058728,Pleasantville village,7076,7260,2.6
3800056700,New Salem,957,989,3.34
1700040832,La Harpe,1232,1143,-7.22
2600041220,Ishpeming,6474,6416,-0.9
3700038680,Littleton town,651,588,-9.68
1900038055,Imogene,72,70,-2.78
5500045400,Loganville village,300,298,-0.67
4000038800,Kaw City,376,367,-2.39
1700038531,Johnsonville village,77,77,0
2900040790,La Russell,114,118,3.51
2200048400,Mansura town,1459,1352,-7.33
5500038800,Kaukauna,15476,16270,5.13
4700066360,Samburg town,210,201,-4.29
4100052450,Newport,10030,10853,8.21
2000038800,Latimer,20,19,-5
4100045000,McMinnville,32182,34743,7.96
1200058675,Port St. Joe,3423,3567,4.21
5300046020,Milton,7351,8299,12.9
4200062048,Portage borough,2632,2383,-9.46
1900040935,Keosauqua,1006,908,-9.74
4800066416,Seadrift,1364,1493,9.46
1200039750,Lazy Lake village,24,26,8.33
4200065000,Ringtown borough,795,756,-4.91
4500039310,Lake City,6674,6497,-2.65
3700062060,Sims town,282,286,1.42
5500039300,Kewaskum village,4038,4264,5.6
1700054781,Oakland,876,854,-2.51
4100040700,Lakeview town,2319,2310,-0.39
1700039883,Kildeer village,3907,4012,2.69
4600042140,Midland town,129,127,-1.55
500047300,Mountainburg,621,613,-1.29
1900045255,Lincoln,162,148,-8.64
2900041114,Leasburg village,338,325,-3.85
3100024355,Jackson village,223,203,-8.97
1900040980,Keota,1011,971,-3.96
2900041078,Leadwood,1234,1165,-5.59
2100063264,Prospect,4689,4905,4.61
1700044082,Little York village,331,311,-6.04
800044100,La Veta town,800,811,1.38
5300037270,Lake Forest Park,12602,13504,7.16
3900046312,Madeira,8736,9245,5.83
1200038025,Lake Helen,2627,2801,6.62
1700047527,Matherville village,720,662,-8.06
2900040322,Lake Waukomis,816,873,6.99
1600061210,Paul,1181,1449,22.69
2900037214,Jerico Springs village,228,231,1.32
3900057260,Norton,12107,11966,-1.16
1900043005,Lamont,461,457,-0.87
1200039425,Largo,79439,84948,6.93
3500039940,Las Vegas,14043,12919,-8
2700035720,Lastrup,104,99,-4.81
2800062600,Ripley,5414,5273,-2.6
1700045031,Loves Park,23994,23371,-2.6
2600053320,Mesick village,394,405,2.79
400051810,Page,7268,7529,3.59
4200042280,Leechburg borough,2151,1989,-7.53
1300045936,Lenox town,877,850,-3.08
3100039380,Pleasant Dale village,205,208,1.46
4200069752,Sharon Hill borough,5680,5689,0.16
2900050438,Mountain View,2711,2649,-2.29
3700037640,Leggett town,60,55,-8.33
1900045795,Little Rock,459,433,-5.66
3800055220,Mylo,20,21,5
1700053377,Norridge village,14574,14152,-2.9
2000058250,Quinter,926,1057,14.15
3400047700,Moonachie borough,2690,2702,0.45
2000049425,Natoma,335,295,-11.94
4800054012,Olton,2215,2060,-7
100065040,Roanoke,6085,5913,-2.83
3100033880,Nelson,488,445,-8.81
2800051040,New Augusta town,642,601,-6.39
1900056100,New Hampton,3572,3406,-4.65
4200053712,New Hope borough,2531,2530,-0.04
1900048810,Manchester,5180,4986,-3.75
3800060500,Page,240,230,-4.17
4200054400,Nicholson borough,765,708,-7.45
200054150,Nikolai,94,86,-8.51
2700056014,Rothsay,493,471,-4.46
3900055916,Niles,19210,18176,-5.38
4200066560,Royalton borough,907,1022,12.68
1700053169,Nokomis,2256,2110,-6.47
500050000,Norfork,532,536,0.75
5100040088,Irvington town,432,398,-7.87
1700053559,North Chicago,32594,29615,-9.14
2000065600,Silver Lake,1439,1406,-2.29
3600053682,North Tonawanda,31574,30245,-4.21
600057834,Plymouth,987,1076,9.02
1800055116,North Vernon,6970,6702,-3.85
5400070828,Rupert town,947,894,-5.6
600070686,Seal Beach,24076,23896,-0.75
1900057945,Numa,92,89,-3.26
5500054500,Mosinee,4007,4072,1.62
3700048040,Oakboro town,1860,1912,2.8
1600058330,Oakley,767,812,5.87
4600046500,Oelrichs town,130,123,-5.38
1600058870,Onaway,187,188,0.53
3000058750,Polson,4586,5060,10.34
2200064765,Ridgecrest town,680,603,-11.32
2900062696,Rock Port,1316,1191,-9.5
800055540,Olathe town,1870,1837,-1.76
200057340,Old Harbor,226,215,-4.87
4800050256,Nacogdoches,32854,32877,0.07
