fips,state_fips,name
37019,37000,Brunswick County
34013,34000,Essex County
34001,34000,Atlantic County
31161,31000,Sheridan County
30039,30000,Granite County
30017,30000,Custer County
29183,29000,St. Charles County
29107,29000,Lafayette County
29091,29000,Howell County
29083,29000,Henry County
28139,28000,Tippah County
28075,28000,Lauderdale County
27113,27000,Pennington County
27045,27000,Fillmore County
26163,26000,Wayne County
26123,26000,Newaygo County
22069,22000,Natchitoches Parish
20045,20000,Douglas County
20039,20000,Decatur County
20037,20000,Crawford County
20001,20000,Allen County
19185,19000,Wayne County
48137,48000,Edwards County
19131,19000,Mitchell County
19109,19000,Kossuth County
19083,19000,Hardin County
19031,19000,Cedar County
18147,18000,Spencer County
18047,18000,Franklin County
25023,25000,Plymouth County
17063,17000,Grundy County
17011,17000,Bureau County
13321,13000,Worth County
17145,17000,Perry County
12101,12000,Pasco County
8045,8000,Garfield County
8041,8000,El Paso County
8021,8000,Conejos County
8073,8000,Lincoln County
6015,6000,Del Norte County
5037,5000,Cross County
41031,41000,Jefferson County
1011,1000,Bullock County
54091,54000,Taylor County
54027,54000,Hampshire County
54007,54000,Braxton County
51683,51000,Manassas city
51199,51000,York County
51157,51000,Rappahannock County
51139,51000,Page County
51019,51000,Bedford County
48481,48000,Wharton County
48471,48000,Walker County
48445,48000,Terry County
48391,48000,Refugio County
48291,48000,Liberty County
48273,48000,Kleberg County
48197,48000,Hardeman County
48141,48000,El Paso County
48131,48000,Duval County
48045,48000,Briscoe County
46093,46000,Meade County
45083,45000,Spartanburg County
45045,45000,Greenville County
42055,42000,Franklin County
42045,42000,Delaware County
41071,41000,Yamhill County
41045,41000,Malheur County
40143,40000,Tulsa County
40139,40000,Texas County
40123,40000,Pontotoc County
40105,40000,Nowata County
40061,40000,Haskell County
40015,40000,Caddo County
39077,39000,Huron County
39009,39000,Athens County
38063,38000,Nelson County
38059,38000,Morton County
37029,37000,Camden County
36049,36000,Lewis County
34009,34000,Cape May County
31145,31000,Red Willow County
31141,31000,Platte County
31113,31000,Logan County
31049,31000,Deuel County
30035,30000,Glacier County
30009,30000,Carbon County
29510,29000,St. Louis city
54083,54000,Randolph County
29177,29000,Ray County
29057,29000,Dade County
29005,29000,Atchison County
28105,28000,Oktibbeha County
28087,28000,Lowndes County
37129,37000,New Hanover County
27171,27000,Wright County
27143,27000,Sibley County
26051,26000,Gladwin County
22121,22000,West Baton Rouge Parish
39147,39000,Seneca County
20107,20000,Linn County
20101,20000,Lane County
20007,20000,Barber County
19127,19000,Marshall County
20047,20000,Edwards County
19069,19000,Franklin County
48109,48000,Culberson County
19025,19000,Calhoun County
18091,18000,LaPorte County
17171,17000,Scott County
17155,17000,Putnam County
17151,17000,Pope County
17119,17000,Madison County
40071,40000,Kay County
13277,13000,Tift County
13263,13000,Talbot County
13227,13000,Pickens County
13173,13000,Lanier County
28049,28000,Hinds County
13067,13000,Cobb County
29059,29000,Dallas County
12095,12000,Orange County
8065,8000,Lake County
6019,6000,Fresno County
5113,5000,Polk County
5081,5000,Little River County
4025,4000,Yavapai County
55107,55000,Rusk County
2068,2000,Denali Borough
1107,1000,Pickens County
1055,1000,Etowah County
55049,55000,Iowa County
1017,1000,Chambers County
56027,56000,Niobrara County
56021,56000,Laramie County
56015,56000,Goshen County
56011,56000,Crook County
55031,55000,Douglas County
54055,54000,Mercer County
53009,53000,Clallam County
51650,51000,Hampton city
51640,51000,Galax city
51175,51000,Southampton County
51133,51000,Northumberland County
51115,51000,Mathews County
51069,51000,Frederick County
51037,51000,Charlotte County
48503,48000,Young County
48501,48000,Yoakum County
48361,48000,Orange County
48337,48000,Montague County
48181,48000,Grayson County
48125,48000,Dickens County
48121,48000,Denton County
47117,47000,Marshall County
47111,47000,Macon County
45073,45000,Oconee County
45035,45000,Dorchester County
44003,44000,Kent County
42085,42000,Mercer County
41001,41000,Baker County
40103,40000,Noble County
40083,40000,Logan County
40019,40000,Carter County
39111,39000,Monroe County
38101,38000,Ward County
38071,38000,Ramsey County
37195,37000,Wilson County
37163,37000,Sampson County
37093,37000,Hoke County
35033,35000,Mora County
35013,35000,DoÒa Ana County
32029,32000,Storey County
31165,31000,Sioux County
31103,31000,Keya Paha County
31011,31000,Boone County
31003,31000,Antelope County
30081,30000,Ravalli County
30073,30000,Pondera County
29171,29000,Putnam County
28159,28000,Winston County
28121,28000,Rankin County
28119,28000,Quitman County
28097,28000,Montgomery County
28095,28000,Monroe County
28085,28000,Lincoln County
28041,28000,Greene County
28029,28000,Copiah County
27125,27000,Red Lake County
27111,27000,Otter Tail County
27087,27000,Mahnomen County
27071,27000,Koochiching County
24047,24000,Worcester County
23023,23000,Sagadahoc County
22087,22000,St. Bernard Parish
22085,22000,Sabine Parish
22001,22000,Acadia Parish
21231,21000,Wayne County
21141,21000,Logan County
39091,39000,Logan County
20145,20000,Pawnee County
28123,28000,Scott County
20115,20000,Marion County
20097,20000,Kiowa County
20067,20000,Grant County
48235,48000,Irion County
18175,18000,Washington County
18173,18000,Warrick County
54075,54000,Pocahontas County
18103,18000,Miami County
18097,18000,Marion County
18083,18000,Knox County
18017,18000,Cass County
18003,18000,Allen County
17137,17000,Morgan County
17113,17000,McLean County
17107,17000,Logan County
22083,22000,Richland Parish
16073,16000,Owyhee County
26023,26000,Branch County
13261,13000,Sumter County
13181,13000,Lincoln County
13175,13000,Laurens County
22111,22000,Union Parish
13155,13000,Irwin County
13147,13000,Hart County
13095,13000,Dougherty County
13071,13000,Colquitt County
12125,12000,Union County
12121,12000,Suwannee County
12117,12000,Seminole County
12099,12000,Palm Beach County
12047,12000,Hamilton County
9009,9000,New Haven County
12015,12000,Charlotte County
8071,8000,Las Animas County
8057,8000,Jackson County
29013,29000,Bates County
6075,6000,San Francisco County
6041,6000,Marin County
6003,6000,Alpine County
37033,37000,Caswell County
21167,21000,Mercer County
5063,5000,Independence County
18157,18000,Tippecanoe County
2188,2000,Northwest Arctic Borough
1091,1000,Marengo County
56043,56000,Washakie County
56029,56000,Park County
55047,55000,Green Lake County
55033,55000,Dunn County
54093,54000,Tucker County
54065,54000,Morgan County
53029,53000,Island County
51810,51000,Virginia Beach city
48497,48000,Wise County
48439,48000,Tarrant County
48271,48000,Kinney County
48245,48000,Jefferson County
48127,48000,Dimmit County
46083,46000,Lincoln County
45065,45000,McCormick County
45007,45000,Anderson County
41033,41000,Josephine County
41009,41000,Columbia County
40137,40000,Stephens County
40077,40000,Latimer County
40021,40000,Cherokee County
39151,39000,Stark County
39139,39000,Richland County
39137,39000,Putnam County
39117,39000,Morrow County
39083,39000,Knox County
38047,38000,Logan County
38023,38000,Divide County
37189,37000,Watauga County
37185,37000,Warren County
37177,37000,Tyrrell County
37159,37000,Rowan County
37151,37000,Randolph County
37127,37000,Nash County
36107,36000,Tioga County
36087,36000,Rockland County
36073,36000,Orleans County
36035,36000,Fulton County
48065,48000,Carson County
32001,32000,Churchill County
30057,30000,Madison County
30031,30000,Gallatin County
29209,29000,Stone County
29165,29000,Platte County
29137,29000,Monroe County
29105,29000,Laclede County
28117,28000,Prentiss County
28107,28000,Panola County
28081,28000,Lee County
31085,31000,Hayes County
27069,27000,Kittson County
27047,27000,Freeborn County
27035,27000,Crow Wing County
26157,26000,Tuscola County
26117,26000,Montcalm County
26105,26000,Mason County
26089,26000,Leelanau County
26079,26000,Kalkaska County
26067,26000,Ionia County
26039,26000,Crawford County
25021,25000,Norfolk County
22079,22000,Rapides Parish
31001,31000,Adams County
48043,48000,Brewster County
21043,21000,Carter County
20135,20000,Ness County
20125,20000,Montgomery County
48111,48000,Dallam County
20069,20000,Gray County
19159,19000,Ringgold County
19095,19000,Iowa County
18035,18000,Delaware County
17025,17000,Clay County
30047,30000,Lake County
16047,16000,Gooding County
38011,38000,Bowman County
15009,15000,Maui County
13297,13000,Walton County
13061,13000,Clay County
13013,13000,Barrow County
12113,12000,Santa Rosa County
12027,12000,DeSoto County
8113,8000,San Miguel County
8093,8000,Park County
8051,8000,Gunnison County
8035,8000,Douglas County
21055,21000,Crittenden County
6089,6000,Shasta County
6073,6000,San Diego County
5137,5000,Stone County
5135,5000,Sharp County
5061,5000,Howard County
55125,55000,Vilas County
55071,55000,Manitowoc County
54087,54000,Roane County
53007,53000,Chelan County
51750,51000,Radford city
51195,51000,Wise County
51183,51000,Sussex County
51137,51000,Orange County
51071,51000,Giles County
50025,50000,Windham County
50005,50000,Caledonia County
49011,49000,Davis County
48489,48000,Willacy County
48473,48000,Waller County
48417,48000,Shackelford County
48351,48000,Newton County
48319,48000,Mason County
48267,48000,Kimble County
48171,48000,Gillespie County
48129,48000,Donley County
47187,47000,Williamson County
47145,47000,Roane County
47143,47000,Rhea County
47087,47000,Jackson County
45003,45000,Aiken County
41047,41000,Marion County
40133,40000,Seminole County
40029,40000,Coal County
40005,40000,Atoka County
39133,39000,Portage County
39075,39000,Holmes County
39051,39000,Fulton County
38085,38000,Sioux County
38019,38000,Cavalier County
37169,37000,Stokes County
37111,37000,McDowell County
37049,37000,Craven County
36067,36000,Onondaga County
36057,36000,Montgomery County
35025,35000,Lea County
34037,34000,Sussex County
34025,34000,Monmouth County
33003,33000,Carroll County
31173,31000,Thurston County
31167,31000,Stanton County
31053,31000,Dodge County
31025,31000,Cass County
30045,30000,Judith Basin County
28163,28000,Yazoo County
27127,27000,Redwood County
27079,27000,Le Sueur County
27003,27000,Anoka County
26005,26000,Allegan County
25009,25000,Essex County
36077,36000,Otsego County
22013,22000,Bienville Parish
21163,21000,Meade County
21159,21000,Martin County
21033,21000,Caldwell County
20147,20000,Phillips County
19115,19000,Louisa County
19099,19000,Jasper County
55009,55000,Brown County
19057,19000,Des Moines County
51067,51000,Franklin County
18009,18000,Blackford County
17177,17000,Stephenson County
27089,27000,Marshall County
17089,17000,Kane County
17085,17000,Jo Daviess County
17073,17000,Henry County
15007,15000,Kauai County
13299,13000,Ware County
13251,13000,Screven County
13239,13000,Quitman County
13221,13000,Oglethorpe County
18141,18000,St. Joseph County
48165,48000,Gaines County
12131,12000,Walton County
38041,38000,Hettinger County
12081,12000,Manatee County
12057,12000,Hillsborough County
9003,9000,Hartford County
8095,8000,Phillips County
8069,8000,Larimer County
8029,8000,Delta County
8007,8000,Archuleta County
6029,6000,Kern County
5109,5000,Pike County
5011,5000,Bradley County
48229,48000,Hudspeth County
2100,2000,Haines Borough
56041,56000,Uinta County
1043,1000,Cullman County
55139,55000,Winnebago County
55135,55000,Waupaca County
55089,55000,Ozaukee County
54099,54000,Wayne County
54047,54000,McDowell County
54035,54000,Jackson County
54031,54000,Hardy County
51670,51000,Hopewell city
51093,51000,Isle of Wight County
50021,50000,Rutland County
48281,48000,Lampasas County
48187,48000,Guadalupe County
48157,48000,Fort Bend County
47105,47000,Loudon County
47061,47000,Grundy County
46069,46000,Hyde County
46033,46000,Custer County
46009,46000,Bon Homme County
45087,45000,Union County
51107,51000,Loudoun County
42065,42000,Jefferson County
42035,42000,Clinton County
48149,48000,Fayette County
47109,47000,McNairy County
40043,40000,Dewey County
40007,40000,Beaver County
39153,39000,Summit County
39119,39000,Muskingum County
45091,45000,York County
39031,39000,Coshocton County
38045,38000,LaMoure County
37167,37000,Stanly County
37165,37000,Scotland County
37161,37000,Rutherford County
37051,37000,Cumberland County
47073,47000,Hawkins County
36121,36000,Wyoming County
36061,36000,New York County
36043,36000,Herkimer County
36017,36000,Chenango County
36013,36000,Chautauqua County
35031,35000,McKinley County
34035,34000,Somerset County
32013,32000,Humboldt County
47005,47000,Benton County
31157,31000,Scotts Bluff County
31133,31000,Pawnee County
31035,31000,Clay County
31015,31000,Boyd County
30037,30000,Golden Valley County
29063,29000,DeKalb County
48013,48000,Atascosa County
55041,55000,Forest County
28033,28000,DeSoto County
27139,27000,Scott County
27101,27000,Murray County
27063,27000,Jackson County
27061,27000,Itasca County
26083,26000,Keweenaw County
47079,47000,Henry County
26007,26000,Alpena County
25003,25000,Berkshire County
23031,23000,York County
21235,21000,Whitley County
21165,21000,Menifee County
21137,21000,Lincoln County
21115,21000,Johnson County
21103,21000,Henry County
21063,21000,Elliott County
21021,21000,Boyle County
20093,20000,Kearny County
20023,20000,Cheyenne County
19187,19000,Webster County
37095,37000,Hyde County
19065,19000,Fayette County
19009,19000,Audubon County
18119,18000,Owen County
18071,18000,Jackson County
18041,18000,Fayette County
18015,18000,Carroll County
29189,29000,St. Louis County
17055,17000,Franklin County
17039,17000,De Witt County
16053,16000,Jerome County
21015,21000,Boone County
13265,13000,Taliaferro County
13201,13000,Miller County
40075,40000,Kiowa County
13113,13000,Fayette County
13111,13000,Fannin County
12031,12000,Duval County
8121,8000,Washington County
45021,45000,Cherokee County
6065,6000,Riverside County
5117,5000,Prairie County
5069,5000,Jefferson County
40045,40000,Ellis County
13127,13000,Glynn County
5035,5000,Crittenden County
1109,1000,Pike County
55039,55000,Fond du Lac County
1057,1000,Fayette County
